"95c50a6","Eng Omar Essam","Thu, 18 Jul 2024 11:37:35 +0300","yalhwy",	 2862 files changed, 3446075 deletions(-)	
"b8d9273","Eng Omar Essam","Thu, 18 Jul 2024 11:04:07 +0300","more.delete",	 49 files changed, 12314 deletions(-)	
"0835f5b","Eng Omar Essam","Thu, 18 Jul 2024 10:52:08 +0300","stuff",	 7 files changed, 304 insertions(+)	
"589d1f1","Eng Omar Essam","Thu, 18 Jul 2024 10:16:24 +0300","delete session files",	 181 files changed, 791325 deletions(-)	
"3f35850","Eng Omar Essam","Thu, 18 Jul 2024 10:11:42 +0300","delete excel",	 92 files changed, 2785808 deletions(-)	
"2dbd197","engomaressam","Wed, 17 Jul 2024 07:41:13 +0300","fffffff",	 2 files changed, 0 insertions(+), 0 deletions(-)	
"87556a4","engomaressam","Mon, 15 Jul 2024 11:08:07 +0300","fffffffgggg2",	 7 files changed, 211 insertions(+)	
"fd131f3","engomaressam","Sun, 14 Jul 2024 16:06:11 +0300","again",	 3 files changed, 0 insertions(+), 0 deletions(-)	
"9ee18af","engomaressam","Sun, 14 Jul 2024 15:56:44 +0300","var2",	 10 files changed, 18 insertions(+), 18 deletions(-)	
"fd90cb3","engomaressam","Sun, 14 Jul 2024 12:37:44 +0300","price.var",	 6 files changed, 182 insertions(+)	
"f1e8455","engomaressam","Sun, 23 Jun 2024 11:24:16 +0300","sdsdf",	 5 files changed, 1108 insertions(+), 80 deletions(-)	
"50c0170","engomaressam","Sun, 19 May 2024 15:46:44 +0300","ssef",	 5 files changed, 112 insertions(+), 23 deletions(-)	
"dd4ae53","engomaressam","Thu, 16 May 2024 12:01:01 +0300","fsdfsfds",	 1 file changed, 13 insertions(+), 13 deletions(-)	
"833f049","engomaressam","Thu, 16 May 2024 12:00:58 +0300","esdf",	 1 file changed, 114 insertions(+), 104 deletions(-)	
"e513233","engomaressam","Thu, 16 May 2024 10:58:29 +0300","ddd",	 128 files changed, 0 insertions(+), 0 deletions(-)	
"76ad471","Eng Omar Essam","Mon, 13 May 2024 13:39:55 +0300","nghgjhg",	 5 files changed, 2 insertions(+), 56 deletions(-)	
"a88e147","Eng Omar Essam","Mon, 13 May 2024 11:45:11 +0300","dfbgff",	 11 files changed, 154 insertions(+), 451 deletions(-)	
"353a24b","engomaressam","Sat, 11 May 2024 13:38:22 +0300","fsdfsdf",	 3 files changed, 198 insertions(+), 37 deletions(-)	
"bc23dfc","engomaressam","Sat, 11 May 2024 12:23:38 +0300","rr",	 4 files changed, 1547 insertions(+)	
"890cbf1","engomaressam","Sun, 28 Apr 2024 12:26:24 +0300","last",	 1 file changed, 7 insertions(+), 7 deletions(-)	
"4bd849b","engomaressam","Sun, 28 Apr 2024 10:42:18 +0300","test",	 3 files changed, 1328 insertions(+)	
"42de26d","Eng Omar Essam","Sun, 28 Apr 2024 09:18:23 +0300","i7",	 2 files changed, 6 insertions(+), 6 deletions(-)	
"32799f4","engomaressam","Sat, 27 Apr 2024 13:52:24 +0300","ddd",	 2 files changed, 699 insertions(+), 679 deletions(-)	
"2a44b9c","engomaressam","Sat, 27 Apr 2024 13:43:26 +0300","ggg",	 2 files changed, 7 insertions(+), 7 deletions(-)	
"9c3592e","engomaressam","Sat, 27 Apr 2024 06:18:40 +0300","fg",	 1 file changed, 1 insertion(+), 1 deletion(-)	
"77407c2","engomaressam","Sat, 27 Apr 2024 06:12:56 +0300","test",	 2 files changed, 215 insertions(+), 232 deletions(-)	
"64ede8f","engomaressam","Fri, 26 Apr 2024 18:42:28 +0300","from.azure",	 1 file changed, 29 insertions(+)	
"3a09c8a","engomaressam","Wed, 24 Apr 2024 11:14:34 +0200","rrr",	 1 file changed, 6 insertions(+), 6 deletions(-)	
"054e9f5","engomaressam","Wed, 17 Apr 2024 23:46:16 +0200","old",	 187 files changed, 2823796 insertions(+)	
"e396755","engomaressam","Tue, 16 Apr 2024 10:44:14 +0200","ddd",	 1 file changed, 13 insertions(+), 13 deletions(-)	
"2e3ab1e","engomaressam","Mon, 15 Apr 2024 15:53:42 +0200","all2",	 306 files changed, 183 insertions(+)	
"32f0a7c","engomaressam","Mon, 15 Apr 2024 11:46:32 +0200","test",	 3 files changed, 1 insertion(+), 23 deletions(-)	
"fc173b7","engomaressam","Mon, 15 Apr 2024 10:19:48 +0200","working3",	 104 files changed, 105 insertions(+)	
"94c4dcc","engomaressam","Tue, 9 Apr 2024 20:36:18 +0200","jgjhg",	 4 files changed, 2 insertions(+), 109 deletions(-)	
"99326ab","engomaressam","Tue, 9 Apr 2024 20:20:33 +0200","xvcv",	 1 file changed, 0 insertions(+), 0 deletions(-)	
"fe820c5","engomaressam","Tue, 9 Apr 2024 20:07:48 +0200","dfdsf",	 3 files changed, 121 insertions(+), 14 deletions(-)	
"b9445f3","Eng Omar Essam","Mon, 8 Apr 2024 12:00:25 +0200","excels",	 263 files changed, 1289 insertions(+)	
"f3b999d","Eng Omar Essam","Thu, 28 Mar 2024 13:53:09 +0200","return",	 1 file changed, 0 insertions(+), 0 deletions(-)	
"71c376c","Eng Omar Essam","Sat, 16 Mar 2024 08:30:40 +0200","nada",	 7 files changed, 389 insertions(+)	
"1f8c863","Eng Omar Essam","Sat, 9 Mar 2024 12:57:15 +0200","last",	 1 file changed, 283 deletions(-)	
"8899c82","Eng Omar Essam","Sat, 9 Mar 2024 12:55:01 +0200","docker2",	 53 files changed, 12881 insertions(+), 10 deletions(-)	
"0a270c4","Eng Omar Essam","Sat, 9 Mar 2024 11:57:42 +0200","rename",	 64 files changed, 0 insertions(+), 0 deletions(-)	
"ab390ee","Eng Omar Essam","Sat, 9 Mar 2024 11:56:06 +0200","organize1",	 3 files changed, 3 deletions(-)	
"023c278","Eng Omar Essam","Sat, 9 Mar 2024 11:51:50 +0200","docker",	 7 files changed, 138 insertions(+)	
"2f21766","Eng Omar Essam","Mon, 4 Mar 2024 11:55:36 +0200","temp",	 2 files changed, 0 insertions(+), 0 deletions(-)	
"9c3808c","Eng Omar Essam","Mon, 4 Mar 2024 11:53:06 +0200","mat mov",	 33 files changed, 4620 insertions(+), 5 deletions(-)	
"f80cf6f","Eng Omar Essam","Sun, 3 Mar 2024 13:02:51 +0200","newjobstable",	 17 files changed, 732 insertions(+), 1 deletion(-)	
"7ad9d9b","Eng Omar Essam","Sat, 2 Mar 2024 09:16:12 +0200","try",	 1 file changed, 0 insertions(+), 0 deletions(-)	
"7d498bb","engomaressam","Fri, 1 Mar 2024 12:46:56 +0200","pc question",	 1 file changed, 0 insertions(+), 0 deletions(-)	
"2334bbb","Eng Omar Essam","Thu, 29 Feb 2024 11:46:11 +0200","wages",	 7 files changed, 399 insertions(+)	
"2bf450c","Eng Omar Essam","Tue, 27 Feb 2024 11:51:32 +0200","ddf",	 3 files changed, 80 deletions(-)	
"50aac33","Eng Omar Essam","Tue, 27 Feb 2024 11:51:28 +0200","pc2",	 3 files changed, 80 insertions(+)	
"c861a70","engomaressam","Tue, 27 Feb 2024 11:42:59 +0200","pc",	 3 files changed, 80 deletions(-)	
"07db974","Eng Omar Essam","Mon, 26 Feb 2024 15:42:26 +0200","more",	 9 files changed, 98 insertions(+), 114 deletions(-)	
"a638e74","Eng Omar Essam","Sat, 24 Feb 2024 14:31:21 +0200","linux",	 3 files changed, 480 insertions(+)	
"49f3a64","Eng Omar Essam","Thu, 22 Feb 2024 13:08:17 +0200","deployed again",	 50 files changed, 2800 insertions(+)	
"fa36f04","Eng Omar Essam","Thu, 22 Feb 2024 10:26:27 +0200","deployed",	 43 files changed, 1775 insertions(+), 2 deletions(-)	
"d777cd8","Eng Omar Essam","Wed, 21 Feb 2024 13:36:47 +0200","flasks",	 39 files changed, 2535 insertions(+), 54 deletions(-)	
"6b6d838","Eng Omar Essam","Wed, 21 Feb 2024 11:16:37 +0200","used",	 1 file changed, 5 insertions(+), 5 deletions(-)	
"c8574fd","Eng Omar Essam","Sun, 18 Feb 2024 14:05:45 +0200","genetare deploy",	 21 files changed, 1435 insertions(+), 55 deletions(-)	
"207d83e","Eng Omar Essam","Sat, 17 Feb 2024 11:07:06 +0200","session35",	 12 files changed, 250961 insertions(+)	
"16343e3","Eng Omar Essam","Wed, 14 Feb 2024 13:52:10 +0200","coding",	 4 files changed, 0 insertions(+), 0 deletions(-)	
"846ce6b","Eng Omar Essam","Mon, 12 Feb 2024 13:21:51 +0200","model2",	 3 files changed, 55 insertions(+)	
"1580076","Eng Omar Essam","Sun, 11 Feb 2024 13:40:14 +0200","deployed",	 8 files changed, 477 insertions(+), 1 deletion(-)	
"3826df3","Eng Omar Essam","Sun, 11 Feb 2024 13:11:13 +0200","deploy",	 5 files changed, 251 insertions(+), 2 deletions(-)	
"6519dd0","Eng Omar Essam","Sun, 11 Feb 2024 12:36:39 +0200","new jobs",	 9 files changed, 267 insertions(+)	
"74617f2","Eng Omar Essam","Sun, 11 Feb 2024 11:54:16 +0200","bridges",	 2 files changed, 30 insertions(+), 30 deletions(-)	
"30582ac","Eng Omar Essam","Sat, 10 Feb 2024 13:36:53 +0200","last2",	 1 file changed, 9 insertions(+), 9 deletions(-)	
"069d926","Eng Omar Essam","Sat, 10 Feb 2024 11:35:24 +0200","chatgpt4",	 1 file changed, 96 insertions(+)	
"58892a1","Eng Omar Essam","Sat, 10 Feb 2024 11:35:15 +0200","chatgpt api",	 1 file changed, 0 insertions(+), 0 deletions(-)	
"cdae368","Eng Omar Essam","Sat, 10 Feb 2024 11:03:13 +0200","session 34",	 7 files changed, 278168 insertions(+)	
"ffd3d32","Eng Omar Essam","Wed, 7 Feb 2024 13:37:48 +0200","cost",	 1 file changed, 13 insertions(+), 13 deletions(-)	
"c42be05","Eng Omar Essam","Sun, 4 Feb 2024 13:24:15 +0200","epsilon5",	 17 files changed, 152683 insertions(+)	
"f283f51","Eng Omar Essam","Sun, 4 Feb 2024 13:21:44 +0200","epsilon4",	 6 files changed, 0 insertions(+), 0 deletions(-)	
"5679fa6","Eng Omar Essam","Sun, 4 Feb 2024 13:15:22 +0200","epsilon3",	 173 files changed, 29853 insertions(+)	
"83bd8d1","Eng Omar Essam","Sun, 4 Feb 2024 11:08:49 +0200","epsilon2",	 19 files changed, 28654 insertions(+)	
"238ab6e","Eng Omar Essam","Sun, 4 Feb 2024 10:39:02 +0200","epsilon files 01",	 64 files changed, 589254 insertions(+)	
"5c42b39","Eng Omar Essam","Thu, 1 Feb 2024 10:49:02 +0200","returning",	 7 files changed, 65 insertions(+), 16 deletions(-)	
"fa444ab","Eng Omar Essam","Sat, 27 Jan 2024 16:05:17 +0200","omar.a",	 16 files changed, 19488 insertions(+)	
"be2d57b","engomaressam","Fri, 26 Jan 2024 11:57:42 +0200","pc2",	 1 file changed, 9 insertions(+), 9 deletions(-)	
"d66e000","engomaressam","Fri, 26 Jan 2024 11:55:09 +0200","pc",	 1 file changed, 3 insertions(+)	
"ff1d299","Eng Omar Essam","Fri, 26 Jan 2024 11:51:49 +0200","new laptop",	 1 file changed, 8 insertions(+), 8 deletions(-)	
"2804168","omare32","Sun, 21 Jan 2024 14:30:38 +0200","last",	 1 file changed, 16 insertions(+), 25 deletions(-)	
"833cded","omare32","Sun, 21 Jan 2024 14:25:33 +0200","power bi again",	 2 files changed, 205 insertions(+)	
"35cf692","omare32","Sun, 21 Jan 2024 13:57:39 +0200","to power bi",	 2 files changed, 267 insertions(+)	
"6db6c83","omare32","Sun, 21 Jan 2024 12:52:17 +0200","latest",	 8 files changed, 438 insertions(+), 1 deletion(-)	
"d928e94","omare32","Sun, 21 Jan 2024 10:47:32 +0200","added omar",	 13 files changed, 139072 insertions(+)	
"dafd271","omare32","Sat, 20 Jan 2024 14:51:50 +0200","model2",	 10 files changed, 205 insertions(+), 18 deletions(-)	
"63e14bc","omare32","Sat, 20 Jan 2024 11:58:08 +0200","test",	 1 file changed, 0 insertions(+), 0 deletions(-)	
"e2dfce8","omare32","Thu, 18 Jan 2024 12:56:23 +0200","bookeh f",	 6 files changed, 305 insertions(+), 199 deletions(-)	
"04fd7c3","omare32","Thu, 18 Jan 2024 11:26:52 +0200","dash error",	 2 files changed, 461 insertions(+), 20 deletions(-)	
"839fe21","omare32","Mon, 15 Jan 2024 15:59:28 +0200","yasser3",	 16 files changed, 132 insertions(+), 145 deletions(-)	
"787c53d","omare32","Mon, 15 Jan 2024 13:22:56 +0200","model33",	 8 files changed, 6583 insertions(+), 32 deletions(-)	
"417430e","omare32","Sun, 14 Jan 2024 13:05:57 +0200","deploymnet",	 14 files changed, 1415 insertions(+), 103 deletions(-)	
"928d117","omare32","Sun, 14 Jan 2024 10:58:37 +0200","cost stuff",	 2 files changed, 23 insertions(+), 23 deletions(-)	
"9cfb952","omare32","Wed, 10 Jan 2024 14:32:31 +0200","staff v 4",	 12 files changed, 1073 insertions(+)	
"6da90f0","omare32","Wed, 10 Jan 2024 12:06:36 +0200","staff ver 2",	 6 files changed, 1273 insertions(+)	
"5c49783","omare32","Mon, 8 Jan 2024 16:58:24 +0200","staffff444",	 1 file changed, 32 insertions(+), 5 deletions(-)	
"02dc2cf","omare32","Mon, 8 Jan 2024 16:58:06 +0200","stafff22",	 7 files changed, 244 insertions(+), 30 deletions(-)	
"d024688","omare32","Mon, 8 Jan 2024 13:26:07 +0200","staff again",	 3 files changed, 170 insertions(+)	
"415fd71","omare32","Sun, 7 Jan 2024 16:25:13 +0200","staff 22",	 6 files changed, 587 insertions(+)	
"4c7dfe3","omare32","Thu, 4 Jan 2024 11:08:33 +0200","staff02",	 3 files changed, 418 insertions(+)	
"6d3ade4","omare32","Wed, 3 Jan 2024 14:37:42 +0200","staff01",	 2 files changed, 0 insertions(+), 0 deletions(-)	
"0239439","omare32","Wed, 3 Jan 2024 12:02:42 +0200","model3",	 2 files changed, 730 insertions(+)	
"9244b90","omare32","Mon, 25 Dec 2023 12:59:08 +0200","del7",	 3 files changed, 80 deletions(-)	
"06cbb7c","omare32","Sat, 9 Dec 2023 13:31:29 +0200","gross2",	 2 files changed, 132 insertions(+)	
"c3ae1b3","omare32","Sat, 9 Dec 2023 13:06:10 +0200","gross",	 1 file changed, 102 insertions(+)	
"bca4a07","omare32","Tue, 5 Dec 2023 12:07:30 +0200","daily3",	 1 file changed, 0 insertions(+), 0 deletions(-)	
"85c662d","omare32","Sat, 2 Dec 2023 13:32:41 +0200","daily2",	 1 file changed, 0 insertions(+), 0 deletions(-)	
"7a464f2","omare32","Sat, 2 Dec 2023 11:41:18 +0200","daily",	 13 files changed, 164 insertions(+), 2 deletions(-)	
"8567ca3","omare32","Thu, 30 Nov 2023 10:38:46 +0200","working2",	 2 files changed, 0 insertions(+), 0 deletions(-)	
"208bcf6","omare32","Thu, 30 Nov 2023 10:35:55 +0200","working",	 4 files changed, 17 insertions(+), 98443 deletions(-)	
"d7666cb","omare32","Tue, 28 Nov 2023 11:49:27 +0200","sligh change",	 1 file changed, 13 insertions(+), 13 deletions(-)	
"4fac3ba","omare32","Mon, 27 Nov 2023 13:30:03 +0200","cost dist till pdf steel",	 19 files changed, 1480454 insertions(+), 16 deletions(-)	
"5c0bed9","omare32","Sun, 26 Nov 2023 15:39:06 +0200","pics mail",	 8 files changed, 270 insertions(+), 2 deletions(-)	
"b192924","omare32","Sun, 26 Nov 2023 15:35:17 +0200","nada",	 3 files changed, 72 insertions(+)	
"6fd187c","omare32","Sun, 19 Nov 2023 15:48:43 +0200","mat mov major 2",	 3 files changed, 63 insertions(+), 3 deletions(-)	
"d790953","omare32","Sun, 19 Nov 2023 14:27:53 +0200","mat mov till major",	 2 files changed, 78 insertions(+), 3 deletions(-)	
"d4b2b45","omare32","Sat, 18 Nov 2023 14:26:31 +0200","cost dist all",	 10 files changed, 103521 insertions(+), 2 deletions(-)	
"e836e13","omare32","Thu, 16 Nov 2023 10:50:09 +0200","mat mov working",	 2 files changed, 3 insertions(+), 3 deletions(-)	
"e9b3a10","omare32","Mon, 13 Nov 2023 14:15:10 +0200","till minor 1",	 5 files changed, 553 insertions(+)	
"11ec443","omare32","Mon, 13 Nov 2023 11:31:47 +0200","pics to email",	 20 files changed, 258 insertions(+)	
"587584b","omare32","Mon, 13 Nov 2023 10:02:16 +0200","mat3",	 1 file changed, 3 insertions(+), 3 deletions(-)	
"4aaa60c","omare32","Sun, 12 Nov 2023 13:16:45 +0200","mat mov till sumif",	 9 files changed, 157102 insertions(+), 10 deletions(-)	
"b78585a","engomaressam","Sat, 11 Nov 2023 20:14:42 +0200","fgfg",	 2 files changed, 82 insertions(+)	
"57d821d","omare32","Thu, 9 Nov 2023 13:44:15 +0200","mat mov working",	 6 files changed, 98762 insertions(+)	
"eda3be3","omare32","Thu, 9 Nov 2023 10:13:35 +0200","deleted pivot",	 1 file changed, 0 insertions(+), 0 deletions(-)	
"89dd861","omare32","Sun, 5 Nov 2023 14:41:08 +0200","test3",	 1 file changed, 0 insertions(+), 0 deletions(-)	
"8112f91","omare32","Tue, 24 Oct 2023 12:21:37 +0300","last",	 2 files changed, 11 insertions(+), 10 deletions(-)	
"dfc5db8","omare32","Sun, 22 Oct 2023 12:56:34 +0300","workstation",	 2 files changed, 0 insertions(+), 0 deletions(-)	
"f84da05","omare32","Sat, 21 Oct 2023 10:58:08 +0300","from pc",	 1 file changed, 0 insertions(+), 0 deletions(-)	
"d4365c1","engomaressam","Fri, 20 Oct 2023 21:52:00 +0300","from pc",	 1 file changed, 0 insertions(+), 0 deletions(-)	
"8881fe7","omare32","Wed, 18 Oct 2023 14:10:37 +0300","deploy dash",	 11 files changed, 318 insertions(+), 24 deletions(-)	
"03f1986","omare32","Tue, 17 Oct 2023 15:43:30 +0300","plots",	 194 files changed, 681 insertions(+), 2 deletions(-)	
"02950b3","omare32","Tue, 17 Oct 2023 13:25:12 +0300","salaries",	 7 files changed, 521 insertions(+), 14 deletions(-)	
"06ac45e","omare32","Mon, 16 Oct 2023 12:14:54 +0300","wages 2",	 2 files changed, 56 insertions(+)	
"c40e00a","omare32","Mon, 16 Oct 2023 11:53:41 +0300","wages",	 10 files changed, 233 insertions(+), 13 deletions(-)	
"4abd30a","omare32","Sat, 14 Oct 2023 16:50:55 +0300","delete test 16",	 199 files changed, 37663 deletions(-)	
"491ad3c","omare32","Sat, 14 Oct 2023 14:30:20 +0300","test 21",	 503 files changed, 302124 insertions(+), 850 deletions(-)	
"9e92fc3","omare32","Sat, 14 Oct 2023 14:12:52 +0300","test 16",	 871 files changed, 403460 insertions(+), 459 deletions(-)	
"d319257","omare32","Sat, 14 Oct 2023 14:11:55 +0300","test 112",	 1 file changed, 8 insertions(+)	
"e0a619a","omare32","Sat, 14 Oct 2023 14:10:35 +0300","test 10",	 5 files changed, 88 insertions(+)	
"ecd18ed","omare32","Sat, 14 Oct 2023 14:09:45 +0300","test 9",	 187 files changed, 25836 insertions(+)	
"863c351","omare32","Sat, 14 Oct 2023 14:02:03 +0300","test 8",	 5 files changed, 1 insertion(+)	
"7cee185","omare32","Sat, 14 Oct 2023 13:43:59 +0300","test 5",	 39 files changed, 1444 insertions(+)	
"9f1f1a3","omare32","Sat, 14 Oct 2023 13:43:41 +0300","test 3",	 53 files changed, 2978 insertions(+)	
"dc56992","omare32","Sat, 14 Oct 2023 13:43:23 +0300","test 2",	 3 files changed, 19 insertions(+)	
"ba07b75","omare32","Sat, 14 Oct 2023 13:42:46 +0300","test",	 1 file changed, 11 insertions(+)	
"090e3f2","omare32","Sat, 14 Oct 2023 13:34:51 +0300","apps 01",	 1 file changed, 38 insertions(+), 3 deletions(-)	
"68bcd2f","omare32","Sat, 14 Oct 2023 13:16:35 +0300","pivot.app",	 10 files changed, 790 insertions(+)	
"31f557f","omare32","Sat, 14 Oct 2023 12:24:12 +0300","added sessions",	 74 files changed, 253552 insertions(+)	
"89cbc00","omare32","Sat, 14 Oct 2023 10:58:59 +0300","latest",	 1 file changed, 7 insertions(+), 14 deletions(-)	
"2df2ec4","omare32","Mon, 9 Oct 2023 14:46:52 +0300","test lybia 2",	 1 file changed, 5 insertions(+), 5 deletions(-)	
"e716080","omare32","Mon, 9 Oct 2023 14:45:22 +0300","test lybia",	 3 files changed, 233 insertions(+), 5 deletions(-)	
"5c51998","omare32","Thu, 28 Sep 2023 08:40:45 +0300","bokeh plot 2",	 6 files changed, 43 insertions(+), 5 deletions(-)	
"db3b349","omare32","Wed, 13 Sep 2023 11:29:16 +0300","bokeh",	 8 files changed, 488 insertions(+)	
"75820a5","omare32","Wed, 6 Sep 2023 14:48:38 +0300","uniq list update",	 3 files changed, 6 insertions(+), 14 deletions(-)	
"d8b7f43","omare32","Sun, 3 Sep 2023 14:32:30 +0300","unique project from cost dist",	 16 files changed, 470 insertions(+), 2 deletions(-)	
"deeaef7","omare32","Sun, 3 Sep 2023 12:06:29 +0300","macro for ap.check",	 1 file changed, 71 insertions(+)	
"e0d051c","omare32","Sun, 3 Sep 2023 11:57:47 +0300","start of cleaning scripts",	 3 files changed, 134 insertions(+)	
"12f98de","omare32","Fri, 1 Sep 2023 14:55:03 +0300","mat mov py",	 1 file changed, 23 insertions(+)	
"d0ef7a5","omare32","Fri, 1 Sep 2023 14:31:45 +0300","py",	 1 file changed, 23 insertions(+)	
"fc84c8b","Omar Essam","Fri, 1 Sep 2023 13:29:14 +0300","Update 01.choose.project_no.py",	 1 file changed, 1 insertion(+), 16 deletions(-)	
"f95d174","Omar Essam","Fri, 1 Sep 2023 13:28:34 +0300","Update 01.choose.project_no.all.py",	 1 file changed, 1 insertion(+), 16 deletions(-)	
"8ade905","Omar Essam","Fri, 1 Sep 2023 13:26:56 +0300","Update 00.connect.py",	 1 file changed, 1 insertion(+), 22 deletions(-)	
"bd22a09","omare32","Fri, 1 Sep 2023 12:33:59 +0300","vscode json2",	 1 file changed, 5 insertions(+)	
"c44cac6","omare32","Fri, 1 Sep 2023 12:33:46 +0300","vscode json",	 1 file changed, 5 deletions(-)	
"a32f172","omare32","Fri, 1 Sep 2023 12:32:29 +0300","onedrive chhange",	 1 file changed, 5 insertions(+)	
"e083b4d","engomaressam","Thu, 31 Aug 2023 22:43:41 +0300","requirments needed later",	 1 file changed, 1 insertion(+), 1 deletion(-)	
"64fb629","omare32","Thu, 31 Aug 2023 22:36:17 +0300","removed venv from git hub, need requiremnts.txt",	 6 files changed, 610 deletions(-)	
"3085de3","omare32","Thu, 31 Aug 2023 22:24:27 +0300","removed vir env from git hub, need requirments.txt",	 10881 files changed, 11 insertions(+), 1546010 deletions(-)	
"03bfdc4","engomaressam","Thu, 31 Aug 2023 21:43:01 +0300","test v1",	 7 files changed, 265 insertions(+), 226 deletions(-)	
"400f071","engomaressam","Wed, 30 Aug 2023 19:51:39 +0300","azure",	 1 file changed, 1 insertion(+)	
"4c85756","engomaressam","Wed, 30 Aug 2023 19:50:05 +0300","homepc",	 1 file changed, 6 insertions(+)	
"0fae22b","omare32","Wed, 30 Aug 2023 16:12:07 +0300","retry aws",	 1 file changed, 1 insertion(+)	
"7a38b74","omare32","Wed, 30 Aug 2023 12:39:21 +0300","virtual enviroment",	 10892 files changed, 1546293 insertions(+), 42 deletions(-)	
"6d88a08","omare32","Tue, 29 Aug 2023 13:57:15 +0300","added codes for mat mov and apcheck",	 6 files changed, 293 insertions(+)	
"dfdff9f","omare32","Mon, 28 Aug 2023 14:30:51 +0300","added user input cost dist",	 17 files changed, 1450 insertions(+)	
"b268377","omare32","Mon, 28 Aug 2023 10:48:12 +0300","latest",	 11 files changed, 479 insertions(+), 33 deletions(-)	
"84af0f5","omare32","Sun, 27 Aug 2023 08:29:29 +0300","Delete cost_dist_152_all.xlsx",	 1 file changed, 0 insertions(+), 0 deletions(-)	
"32506ff","omare32","Fri, 25 Aug 2023 10:31:29 +0300","latest2",	 6 files changed, 84 insertions(+), 11 deletions(-)	
"c38cad6","omare32","Sun, 20 Aug 2023 12:01:12 +0300","google connection",	 3 files changed, 0 insertions(+), 0 deletions(-)	
"5dbcb6f","omare32","Sun, 20 Aug 2023 11:33:31 +0300","latest",	 21 files changed, 1371 insertions(+)	
"046ab68","omare32","Sun, 20 Aug 2023 11:29:38 +0300","first.update",	 28 files changed, 1796 insertions(+)	
"ced72f5","omare32","Sun, 20 Aug 2023 11:27:50 +0300","Initial commit",	 2 files changed, 4 insertions(+)	
