user_id,timestamp,group,landing_page,converted
638432,2017-01-04 00:54:00.611669,control,old_page,0
689339,2017-01-12 11:41:26.619073,control,old_page,1
879864,2017-01-06 04:02:56.513826,treatment,new_page,0
840537,2017-01-04 03:35:52.060338,control,old_page,0
710049,2017-01-11 21:24:01.688599,control,old_page,0
833367,2017-01-23 02:20:59.010855,control,old_page,0
665457,2017-01-18 21:28:33.535696,treatment,new_page,0
839923,2017-01-03 13:53:19.045381,treatment,new_page,0
679273,2017-01-05 21:54:51.863205,control,old_page,0
774603,2017-01-23 10:33:16.916986,control,old_page,0
753280,2017-01-05 02:04:30.334874,control,old_page,0
783389,2017-01-06 19:31:58.239221,treatment,new_page,0
719114,2017-01-21 22:09:30.372906,treatment,new_page,0
877599,2017-01-03 16:54:18.535197,treatment,new_page,0
648697,2017-01-16 18:56:34.053299,control,old_page,1
859336,2017-01-08 18:13:01.051290,treatment,new_page,1
892594,2017-01-21 01:11:59.199652,control,old_page,0
793145,2017-01-04 18:42:04.407485,control,old_page,0
836301,2017-01-18 03:27:01.602077,treatment,new_page,0
834727,2017-01-16 20:24:09.946146,treatment,new_page,0
707852,2017-01-05 00:44:52.352259,treatment,new_page,0
847494,2017-01-13 06:55:42.446380,control,old_page,0
733730,2017-01-04 12:50:12.754756,control,old_page,0
660368,2017-01-02 20:58:58.232094,treatment,new_page,1
693481,2017-01-03 04:33:41.682836,treatment,new_page,0
835368,2017-01-21 17:21:51.714405,control,old_page,0
767575,2017-01-03 07:27:43.868680,treatment,new_page,0
809040,2017-01-07 03:55:44.452259,treatment,new_page,0
869164,2017-01-15 05:08:19.372471,treatment,new_page,1
686577,2017-01-14 10:07:09.044328,treatment,new_page,0
741785,2017-01-06 21:08:48.759867,treatment,new_page,0
757861,2017-01-16 08:50:00.016318,control,old_page,0
633406,2017-01-07 07:49:32.568599,control,old_page,0
790576,2017-01-20 06:58:38.186181,control,old_page,0
630913,2017-01-17 22:36:39.971362,treatment,new_page,1
672729,2017-01-10 07:40:49.387424,control,old_page,0
846528,2017-01-02 21:01:55.448543,treatment,new_page,0
917414,2017-01-20 17:53:57.912745,treatment,new_page,0
810326,2017-01-15 10:42:54.809073,treatment,new_page,0
695780,2017-01-18 10:55:07.007999,control,old_page,0
929327,2017-01-21 17:36:28.641547,treatment,new_page,1
915956,2017-01-22 21:51:19.649507,treatment,new_page,0
642896,2017-01-06 05:23:15.303216,control,old_page,0
827315,2017-01-20 03:24:41.876475,treatment,new_page,0
942425,2017-01-21 19:30:33.010602,treatment,new_page,0
740653,2017-01-03 13:16:23.589740,treatment,new_page,0
887061,2017-01-05 03:20:06.717937,control,old_page,0
701259,2017-01-11 03:52:44.031071,treatment,new_page,0
883713,2017-01-16 10:14:31.935017,control,old_page,0
876502,2017-01-12 13:22:39.485248,treatment,new_page,1
763769,2017-01-06 00:43:49.266561,treatment,new_page,0
935958,2017-01-04 17:08:14.700040,control,old_page,0
827915,2017-01-19 20:07:42.226423,control,old_page,0
883084,2017-01-02 16:36:07.123613,treatment,new_page,0
775935,2017-01-02 23:06:25.605817,control,old_page,0
728029,2017-01-11 11:17:05.291493,control,old_page,1
688415,2017-01-23 21:24:55.537297,control,old_page,0
720582,2017-01-09 18:46:29.718205,control,old_page,0
911409,2017-01-24 04:49:48.832547,treatment,new_page,0
892386,2017-01-21 01:30:03.529366,control,old_page,0
801411,2017-01-06 03:54:45.090162,treatment,new_page,0
658703,2017-01-11 20:59:26.206998,treatment,new_page,0
642498,2017-01-06 03:50:47.845698,control,old_page,0
918712,2017-01-04 13:13:11.648444,control,old_page,0
892342,2017-01-03 19:38:27.412993,treatment,new_page,0
876310,2017-01-04 00:15:36.348499,control,old_page,0
723621,2017-01-17 19:49:47.277383,treatment,new_page,0
774203,2017-01-10 01:30:34.465084,control,old_page,1
767970,2017-01-22 02:44:20.757407,control,old_page,0
793134,2017-01-23 18:15:47.347491,control,old_page,0
789501,2017-01-17 08:32:12.674189,treatment,new_page,0
659061,2017-01-11 09:36:23.098091,treatment,new_page,0
784558,2017-01-16 15:47:30.678501,treatment,new_page,1
895682,2017-01-19 01:15:45.916503,control,old_page,0
858298,2017-01-04 00:07:18.008028,control,old_page,0
683920,2017-01-21 02:50:19.711779,control,old_page,0
670698,2017-01-13 06:27:03.569875,treatment,new_page,0
783074,2017-01-09 18:07:59.509145,control,old_page,0
839543,2017-01-06 00:46:10.257335,control,old_page,0
848034,2017-01-16 22:21:00.180020,treatment,new_page,0
909771,2017-01-05 03:55:45.177779,control,old_page,0
654834,2017-01-06 05:23:17.893430,treatment,new_page,0
733522,2017-01-21 02:01:59.561830,treatment,new_page,0
707251,2017-01-05 11:11:07.948642,control,old_page,0
922080,2017-01-13 05:31:19.703492,treatment,new_page,0
731997,2017-01-17 16:39:48.920261,control,old_page,0
662115,2017-01-03 04:02:00.469347,treatment,new_page,0
899742,2017-01-17 02:33:53.246969,treatment,new_page,0
788637,2017-01-22 21:28:41.371338,control,old_page,0
712262,2017-01-12 14:08:35.194060,treatment,new_page,0
651511,2017-01-12 23:36:45.958717,treatment,new_page,0
872694,2017-01-07 21:32:11.744556,treatment,new_page,0
690008,2017-01-11 21:07:37.056820,treatment,new_page,0
841087,2017-01-09 17:10:29.469450,treatment,new_page,0
843011,2017-01-03 12:47:54.740191,treatment,new_page,0
635345,2017-01-10 19:27:25.617446,treatment,new_page,0
778631,2017-01-09 01:28:24.287694,treatment,new_page,0
916334,2017-01-13 21:33:58.214821,control,old_page,0
847237,2017-01-23 06:15:08.362664,treatment,new_page,0
813606,2017-01-18 01:46:59.106183,control,old_page,0
917633,2017-01-11 11:31:50.255211,control,old_page,0
657228,2017-01-20 14:20:43.750346,treatment,new_page,0
870316,2017-01-11 09:59:34.241021,control,old_page,0
806054,2017-01-21 10:58:03.627215,treatment,new_page,0
817063,2017-01-08 16:45:37.287483,treatment,new_page,0
825913,2017-01-15 19:41:25.269689,treatment,new_page,0
841491,2017-01-18 10:40:21.075488,treatment,new_page,0
941506,2017-01-19 21:08:21.914276,treatment,new_page,0
839942,2017-01-16 11:28:14.158317,treatment,new_page,0
771462,2017-01-10 03:54:03.246339,treatment,new_page,1
822424,2017-01-21 13:41:54.852102,control,old_page,0
718718,2017-01-14 04:44:08.522667,control,old_page,0
815713,2017-01-05 10:21:44.486129,treatment,new_page,0
647870,2017-01-10 10:09:01.466297,control,old_page,0
751373,2017-01-09 17:21:13.589035,treatment,new_page,0
663324,2017-01-06 17:56:28.886929,treatment,new_page,0
630759,2017-01-14 09:50:10.875381,control,old_page,0
799395,2017-01-07 08:07:32.010398,treatment,new_page,0
824339,2017-01-11 12:42:02.117114,control,old_page,0
875824,2017-01-18 18:52:31.744913,treatment,new_page,0
644634,2017-01-21 17:24:24.416545,treatment,new_page,0
871118,2017-01-20 04:19:34.820094,control,old_page,0
717006,2017-01-04 22:26:51.091293,treatment,new_page,0
685966,2017-01-14 16:42:59.307565,control,old_page,0
890129,2017-01-23 14:26:22.881868,treatment,new_page,0
749677,2017-01-11 23:27:05.544953,control,old_page,0
867621,2017-01-04 11:11:52.228685,control,old_page,0
792803,2017-01-14 23:00:54.729261,treatment,new_page,0
820856,2017-01-12 03:39:39.217954,control,old_page,0
915276,2017-01-11 05:47:30.727540,treatment,new_page,0
671849,2017-01-11 06:28:22.517431,treatment,new_page,0
736315,2017-01-15 13:47:55.639081,treatment,new_page,0
816531,2017-01-23 17:39:07.777980,control,old_page,1
774515,2017-01-06 15:18:49.982334,control,old_page,0
928368,2017-01-15 16:21:32.219064,control,old_page,0
692086,2017-01-08 18:21:42.281352,treatment,new_page,1
872793,2017-01-06 15:47:22.898956,treatment,new_page,0
945194,2017-01-16 05:28:26.503586,control,old_page,0
836805,2017-01-23 01:50:37.637809,treatment,new_page,0
855926,2017-01-11 13:50:03.674491,treatment,new_page,0
713544,2017-01-13 20:48:31.347792,treatment,new_page,0
647223,2017-01-22 05:58:39.996602,treatment,new_page,0
815871,2017-01-07 05:44:03.376685,control,old_page,1
922554,2017-01-17 18:57:52.405316,control,old_page,0
780510,2017-01-22 02:09:36.599308,treatment,new_page,0
673763,2017-01-06 04:22:39.156470,control,old_page,0
674779,2017-01-23 03:49:18.735739,treatment,new_page,0
769591,2017-01-19 17:44:21.227248,treatment,new_page,0
705520,2017-01-06 04:06:00.736759,control,old_page,0
751884,2017-01-09 01:06:21.816633,control,old_page,1
763715,2017-01-04 12:02:20.257764,treatment,new_page,0
877971,2017-01-05 20:59:36.727123,treatment,new_page,1
743222,2017-01-13 18:53:10.036376,treatment,new_page,0
744768,2017-01-11 07:50:20.262295,control,old_page,0
744408,2017-01-11 18:55:55.553270,treatment,new_page,0
863547,2017-01-11 18:16:35.008714,control,old_page,0
720511,2017-01-24 02:48:40.535648,treatment,new_page,0
844522,2017-01-02 14:22:49.882009,control,old_page,1
823619,2017-01-17 04:35:42.730328,control,old_page,0
937542,2017-01-06 08:27:22.017791,control,old_page,0
878894,2017-01-03 00:22:47.229653,control,old_page,0
868071,2017-01-23 19:28:44.120231,control,old_page,1
780439,2017-01-08 05:55:35.546984,control,old_page,0
739330,2017-01-19 21:54:56.424432,treatment,new_page,0
768708,2017-01-03 01:46:19.368447,control,old_page,0
831402,2017-01-17 22:10:49.978750,control,old_page,0
682762,2017-01-24 06:02:23.206698,treatment,new_page,0
756729,2017-01-07 09:54:45.028063,treatment,new_page,0
857536,2017-01-20 22:19:45.786428,control,old_page,0
778082,2017-01-13 15:48:14.961811,control,old_page,0
736033,2017-01-20 02:29:27.502256,control,old_page,0
683890,2017-01-24 09:47:49.036809,treatment,new_page,0
937748,2017-01-18 21:50:55.149284,control,old_page,0
662911,2017-01-13 01:57:53.222310,treatment,new_page,0
795722,2017-01-11 01:05:33.330959,control,old_page,0
932855,2017-01-16 12:02:46.526701,treatment,new_page,0
873514,2017-01-03 14:53:36.502884,control,old_page,0
789591,2017-01-13 22:50:19.707473,treatment,new_page,0
648789,2017-01-05 09:24:54.053012,control,old_page,0
644358,2017-01-11 05:27:47.600338,treatment,new_page,0
639890,2017-01-23 13:59:53.362236,control,old_page,0
744806,2017-01-20 17:59:02.445129,treatment,new_page,0
722247,2017-01-13 11:09:40.466206,control,old_page,0
670433,2017-01-03 00:59:28.546570,treatment,new_page,0
768611,2017-01-18 06:51:52.679102,control,old_page,1
631826,2017-01-05 12:07:59.553927,control,old_page,0
798331,2017-01-14 03:55:23.695135,treatment,new_page,0
913674,2017-01-14 03:19:25.448081,treatment,new_page,0
664696,2017-01-24 10:31:47.791571,control,old_page,0
741783,2017-01-08 16:25:47.530366,control,old_page,0
638744,2017-01-15 01:19:23.361070,treatment,new_page,0
676555,2017-01-11 16:01:38.880999,treatment,new_page,0
839295,2017-01-03 07:00:16.514646,control,old_page,0
747811,2017-01-16 21:42:58.322301,treatment,new_page,0
813860,2017-01-17 04:29:34.027837,control,old_page,0
652305,2017-01-10 15:01:06.808522,control,old_page,0
768538,2017-01-04 20:43:36.607941,control,old_page,0
725779,2017-01-19 21:33:33.838262,control,old_page,0
725299,2017-01-08 22:39:45.201132,treatment,new_page,0
748588,2017-01-07 16:44:19.418638,treatment,new_page,0
815435,2017-01-11 07:53:03.010559,control,old_page,0
707258,2017-01-21 09:55:54.263869,control,old_page,0
770547,2017-01-17 17:53:42.205693,control,old_page,0
677994,2017-01-17 16:30:27.576603,treatment,new_page,0
853118,2017-01-04 01:57:58.797646,treatment,new_page,0
667407,2017-01-02 14:46:50.512237,treatment,new_page,0
719608,2017-01-10 13:18:01.291161,control,old_page,0
875448,2017-01-21 20:06:41.057641,control,old_page,0
773811,2017-01-21 21:18:13.777495,control,old_page,0
857851,2017-01-24 12:47:46.473375,control,old_page,1
842571,2017-01-13 03:47:17.839257,treatment,new_page,0
781323,2017-01-15 14:40:51.502846,control,old_page,1
926031,2017-01-20 07:05:46.988157,control,old_page,0
910292,2017-01-13 14:39:43.053320,treatment,new_page,0
700705,2017-01-05 22:03:26.985549,control,old_page,0
667394,2017-01-04 22:22:34.862385,treatment,new_page,0
739232,2017-01-19 18:42:54.686172,treatment,new_page,0
855614,2017-01-22 20:46:39.594591,treatment,new_page,0
708057,2017-01-09 17:21:17.071972,treatment,new_page,0
809784,2017-01-21 23:41:08.228356,control,old_page,0
848308,2017-01-14 05:11:49.199622,control,old_page,0
655657,2017-01-14 06:42:03.301268,control,old_page,1
649116,2017-01-09 19:31:29.281866,control,old_page,0
688272,2017-01-03 20:43:08.543059,treatment,new_page,0
734864,2017-01-06 21:00:45.880307,treatment,new_page,0
717410,2017-01-06 13:36:50.938850,control,old_page,1
658121,2017-01-20 08:54:03.811172,control,old_page,0
804867,2017-01-07 13:53:15.191829,control,old_page,0
769757,2017-01-07 15:00:26.262108,control,old_page,0
769611,2017-01-17 12:42:03.959111,treatment,new_page,0
866860,2017-01-03 14:24:53.696037,treatment,new_page,0
748339,2017-01-21 02:42:06.371996,treatment,new_page,0
870932,2017-01-09 22:22:26.833546,control,old_page,0
713699,2017-01-12 03:36:59.681231,control,old_page,0
684799,2017-01-08 07:35:49.135570,treatment,new_page,0
868413,2017-01-20 18:53:04.653860,control,old_page,0
849672,2017-01-10 02:29:37.746019,treatment,new_page,0
707546,2017-01-21 09:52:16.237099,control,old_page,0
769707,2017-01-15 15:11:16.842667,control,old_page,1
909683,2017-01-24 06:45:36.324178,control,old_page,0
789663,2017-01-20 15:06:20.662516,treatment,new_page,0
636786,2017-01-03 18:00:39.561313,control,old_page,0
681802,2017-01-14 21:40:49.190685,treatment,new_page,0
780302,2017-01-16 17:24:23.467490,control,old_page,0
897326,2017-01-03 15:54:15.219979,control,old_page,0
681256,2017-01-14 17:16:02.742173,control,old_page,0
660687,2017-01-02 19:48:43.026644,control,old_page,0
808401,2017-01-20 05:43:36.314545,treatment,new_page,0
744753,2017-01-21 18:05:06.017542,treatment,new_page,0
761532,2017-01-03 10:21:54.744349,control,old_page,0
801347,2017-01-17 19:39:31.972859,treatment,new_page,1
911178,2017-01-04 23:36:06.357391,treatment,new_page,0
670193,2017-01-10 16:15:08.415150,control,old_page,0
743923,2017-01-06 10:20:37.909128,treatment,new_page,0
655724,2017-01-23 22:23:04.092276,control,old_page,0
690028,2017-01-04 07:18:39.805934,treatment,new_page,0
651611,2017-01-16 13:35:33.159201,treatment,new_page,0
715649,2017-01-22 21:29:51.305372,treatment,new_page,1
749013,2017-01-14 02:50:50.582365,control,old_page,0
679748,2017-01-03 07:36:59.129572,control,old_page,0
906374,2017-01-10 08:12:32.005592,treatment,new_page,0
756238,2017-01-06 00:51:10.203986,control,old_page,0
734013,2017-01-16 19:44:39.708847,treatment,new_page,1
723427,2017-01-12 15:35:43.961982,control,old_page,0
691847,2017-01-09 14:18:13.191305,treatment,new_page,0
657556,2017-01-19 03:52:33.833056,treatment,new_page,1
744593,2017-01-08 17:54:20.875459,treatment,new_page,0
907309,2017-01-21 20:58:46.419615,treatment,new_page,0
912303,2017-01-15 18:49:40.667963,treatment,new_page,0
869569,2017-01-14 19:05:11.796848,treatment,new_page,0
899938,2017-01-04 20:42:40.292896,control,old_page,0
694750,2017-01-13 11:46:03.348124,control,old_page,0
658371,2017-01-04 18:59:34.373293,control,old_page,0
702801,2017-01-04 08:46:31.817872,control,old_page,1
873235,2017-01-12 17:04:37.503120,treatment,new_page,1
941396,2017-01-18 12:04:59.700142,control,old_page,0
825849,2017-01-09 15:58:10.010559,control,old_page,0
682946,2017-01-20 05:09:12.270712,control,old_page,0
721906,2017-01-10 10:03:31.676761,control,old_page,0
734531,2017-01-12 12:36:24.308964,treatment,new_page,0
833048,2017-01-18 03:33:05.319874,treatment,new_page,0
892062,2017-01-13 14:24:34.581185,control,old_page,0
908156,2017-01-23 18:44:47.730861,treatment,new_page,0
774172,2017-01-03 14:55:43.103672,treatment,new_page,0
796971,2017-01-13 07:19:09.317388,treatment,new_page,0
715971,2017-01-07 00:05:29.285521,treatment,new_page,0
894795,2017-01-17 09:28:33.383067,control,old_page,0
841759,2017-01-14 20:36:44.566321,control,old_page,0
836554,2017-01-24 07:03:57.472023,control,old_page,0
899979,2017-01-15 10:02:24.154270,control,old_page,0
740843,2017-01-10 16:25:42.678434,treatment,new_page,0
666570,2017-01-23 02:06:05.564601,treatment,new_page,0
733295,2017-01-24 02:06:17.439568,treatment,new_page,0
687228,2017-01-17 08:59:15.545961,treatment,new_page,0
763258,2017-01-05 08:15:59.222219,control,old_page,1
799558,2017-01-03 12:12:42.014842,control,old_page,1
707494,2017-01-21 13:28:18.178130,treatment,new_page,0
733292,2017-01-10 04:03:57.642634,control,old_page,0
926251,2017-01-11 00:06:27.492937,treatment,new_page,0
654932,2017-01-04 19:57:15.258334,treatment,new_page,0
897875,2017-01-22 15:49:40.305912,treatment,new_page,0
675353,2017-01-09 23:11:37.666089,treatment,new_page,0
699330,2017-01-12 12:57:48.638491,control,old_page,0
694888,2017-01-05 06:18:40.457181,control,old_page,1
723996,2017-01-07 13:42:18.271744,control,old_page,0
643603,2017-01-21 08:22:43.949775,treatment,new_page,1
850685,2017-01-03 17:23:13.026064,treatment,new_page,0
861658,2017-01-02 19:58:15.527293,treatment,new_page,0
766211,2017-01-11 16:40:07.931003,treatment,new_page,0
739192,2017-01-19 08:54:47.348617,treatment,new_page,1
668213,2017-01-20 04:35:19.792198,control,old_page,0
828289,2017-01-10 12:07:40.308491,treatment,new_page,0
862040,2017-01-11 12:42:02.047879,treatment,new_page,0
713803,2017-01-10 21:57:06.779607,treatment,new_page,0
708324,2017-01-08 02:42:03.326691,treatment,new_page,0
794357,2017-01-06 01:25:12.310779,control,old_page,0
911621,2017-01-23 18:04:30.002180,control,old_page,0
776260,2017-01-07 03:57:26.973567,treatment,new_page,0
926053,2017-01-17 20:00:22.110647,control,old_page,0
801214,2017-01-18 19:41:38.274166,treatment,new_page,0
735145,2017-01-19 20:39:04.394589,treatment,new_page,0
925082,2017-01-09 13:40:24.911877,treatment,new_page,0
800731,2017-01-17 21:30:09.966246,treatment,new_page,1
870802,2017-01-23 06:57:38.902232,treatment,new_page,0
844054,2017-01-10 15:38:25.839434,treatment,new_page,0
779618,2017-01-16 01:19:20.883713,treatment,new_page,0
664921,2017-01-06 22:53:38.290157,control,old_page,0
859606,2017-01-21 08:30:52.221807,control,old_page,0
796768,2017-01-22 04:23:12.278287,treatment,new_page,0
721096,2017-01-08 01:13:50.779135,treatment,new_page,0
763342,2017-01-14 02:55:23.530906,control,old_page,0
779473,2017-01-06 02:05:54.529499,treatment,new_page,0
934708,2017-01-12 05:43:56.905106,treatment,new_page,0
833710,2017-01-16 13:41:19.950112,control,old_page,0
694268,2017-01-22 04:22:51.168225,treatment,new_page,0
630351,2017-01-23 19:34:15.269389,treatment,new_page,0
870447,2017-01-23 00:50:28.091598,treatment,new_page,0
856496,2017-01-11 21:35:19.584394,treatment,new_page,0
912548,2017-01-18 15:04:26.185661,control,old_page,0
849460,2017-01-17 03:49:47.092570,control,old_page,0
901974,2017-01-11 21:12:58.140709,treatment,new_page,0
736913,2017-01-15 21:42:40.311145,treatment,new_page,0
913900,2017-01-17 01:38:19.358718,treatment,new_page,0
821078,2017-01-03 16:09:15.529069,control,old_page,0
823256,2017-01-09 17:56:49.165257,treatment,new_page,0
670112,2017-01-08 17:28:04.463386,treatment,new_page,0
765498,2017-01-13 13:22:01.853479,control,old_page,0
829539,2017-01-22 14:39:42.427568,treatment,new_page,0
644807,2017-01-05 21:25:44.478912,treatment,new_page,0
682050,2017-01-13 00:39:32.452158,control,old_page,0
895532,2017-01-19 09:21:32.091184,control,old_page,0
945732,2017-01-21 20:07:50.497490,control,old_page,0
856505,2017-01-10 22:20:18.269121,treatment,new_page,0
802598,2017-01-23 01:53:29.243389,treatment,new_page,0
803399,2017-01-07 03:32:38.182886,treatment,new_page,0
640424,2017-01-17 01:02:23.441460,treatment,new_page,0
793590,2017-01-11 03:07:34.401819,treatment,new_page,0
633481,2017-01-04 11:56:22.082556,control,old_page,0
687307,2017-01-16 05:07:23.888270,control,old_page,0
720539,2017-01-23 14:46:10.993670,treatment,new_page,0
928570,2017-01-17 21:06:37.572183,treatment,new_page,0
880617,2017-01-04 10:42:42.604969,treatment,new_page,0
698944,2017-01-06 13:27:41.158518,control,old_page,0
863888,2017-01-02 19:12:16.266200,treatment,new_page,0
867039,2017-01-19 05:29:06.299729,treatment,new_page,0
713793,2017-01-14 19:17:25.119992,treatment,new_page,0
642820,2017-01-13 09:00:23.018998,treatment,new_page,0
682540,2017-01-11 00:14:36.425098,treatment,new_page,0
833557,2017-01-08 09:21:20.060487,control,old_page,0
882420,2017-01-10 12:29:46.194402,control,old_page,0
849251,2017-01-15 10:26:30.608716,treatment,new_page,0
744312,2017-01-07 06:51:23.594648,control,old_page,0
736423,2017-01-07 17:17:43.639006,control,old_page,0
899393,2017-01-09 00:30:57.972813,control,old_page,0
883059,2017-01-09 19:11:49.223113,control,old_page,0
828575,2017-01-10 12:37:47.797388,treatment,new_page,0
785522,2017-01-07 09:47:24.503409,treatment,new_page,0
929100,2017-01-22 05:36:39.051353,control,old_page,0
887745,2017-01-15 16:55:17.669056,treatment,new_page,0
719372,2017-01-18 10:43:09.428930,control,old_page,0
756981,2017-01-07 05:59:04.099375,treatment,new_page,0
644910,2017-01-15 19:18:37.770294,control,old_page,0
890123,2017-01-19 02:44:34.436097,treatment,new_page,0
664983,2017-01-04 23:40:02.661930,treatment,new_page,1
878172,2017-01-05 20:23:54.939828,control,old_page,1
745070,2017-01-18 22:44:44.758708,control,old_page,0
756397,2017-01-21 18:01:23.447970,treatment,new_page,0
791071,2017-01-06 11:51:28.084910,treatment,new_page,0
903423,2017-01-12 16:50:13.628624,control,old_page,0
833249,2017-01-22 22:22:27.441373,treatment,new_page,0
770307,2017-01-20 12:48:55.353999,control,old_page,0
631939,2017-01-23 06:24:13.628129,treatment,new_page,0
684440,2017-01-12 14:22:42.605426,treatment,new_page,0
884936,2017-01-15 00:14:25.198592,treatment,new_page,0
912686,2017-01-22 19:36:30.592251,treatment,new_page,0
738467,2017-01-04 09:24:10.171215,control,old_page,1
690429,2017-01-08 18:22:14.350110,control,old_page,1
850257,2017-01-20 00:22:12.794564,control,old_page,0
845528,2017-01-24 04:06:42.729216,treatment,new_page,0
804123,2017-01-14 07:39:21.730869,control,old_page,0
692124,2017-01-14 21:22:31.910417,treatment,new_page,0
764533,2017-01-16 04:16:52.499716,treatment,new_page,0
880605,2017-01-15 20:28:06.412428,control,old_page,1
922044,2017-01-07 17:34:04.413468,treatment,new_page,0
893786,2017-01-19 09:26:40.808418,treatment,new_page,1
842333,2017-01-20 12:22:04.533613,treatment,new_page,0
920081,2017-01-17 20:53:38.468446,treatment,new_page,0
916722,2017-01-17 02:24:34.055787,treatment,new_page,0
665120,2017-01-02 14:37:20.496700,treatment,new_page,0
910304,2017-01-14 12:23:54.023350,control,old_page,0
763029,2017-01-07 00:33:44.437600,treatment,new_page,0
855551,2017-01-11 00:09:26.572829,treatment,new_page,0
705211,2017-01-18 09:21:31.712677,control,old_page,0
860072,2017-01-06 13:14:00.631442,treatment,new_page,0
912964,2017-01-21 06:14:46.051928,control,old_page,0
937952,2017-01-19 20:17:05.253021,control,old_page,0
896379,2017-01-11 14:05:39.722042,control,old_page,1
876886,2017-01-14 11:43:24.880964,treatment,new_page,0
747195,2017-01-22 02:08:45.326480,control,old_page,1
786274,2017-01-23 10:57:54.928484,control,old_page,1
758727,2017-01-08 06:50:34.486934,treatment,new_page,0
822987,2017-01-11 16:56:49.234471,control,old_page,1
866908,2017-01-05 03:06:42.040651,control,old_page,0
782400,2017-01-15 14:14:45.370352,control,old_page,0
915818,2017-01-09 10:19:00.734072,treatment,new_page,0
676680,2017-01-17 22:33:20.788610,control,old_page,0
918637,2017-01-20 08:41:33.962420,control,old_page,0
925649,2017-01-05 18:15:01.406788,treatment,new_page,0
647114,2017-01-10 02:05:05.174815,treatment,new_page,0
821126,2017-01-20 18:10:22.032478,control,old_page,0
686789,2017-01-11 21:29:58.995397,control,old_page,0
938371,2017-01-08 18:12:47.957043,control,old_page,0
850572,2017-01-13 01:29:34.784860,control,old_page,0
847539,2017-01-17 10:22:05.594168,treatment,new_page,0
668717,2017-01-06 18:35:02.462017,control,old_page,0
731616,2017-01-06 15:21:54.051978,treatment,new_page,0
871353,2017-01-04 07:38:00.717929,treatment,new_page,0
723719,2017-01-23 00:29:48.224598,treatment,new_page,0
705095,2017-01-13 01:40:01.957476,control,old_page,1
884007,2017-01-13 09:07:59.819995,control,old_page,0
933286,2017-01-21 03:26:36.278900,control,old_page,0
856667,2017-01-20 20:51:54.142843,treatment,new_page,0
719285,2017-01-22 00:44:58.016566,control,old_page,0
696988,2017-01-23 19:05:25.723536,control,old_page,0
874229,2017-01-03 04:02:14.654401,treatment,new_page,0
